n_bits,Probability,noise,sim_time_s,l2_pop,fro_norm,fidelity
3,0.01,none,0.18166166299943143,0.0046314383876441345,2.220446049250313e-16,0.9999999999999993
4,0.01,none,0.12378670900034194,0.007188687433757547,6.661338147750939e-16,0.9999999999999993
5,0.01,none,0.266512046000571,0.009074759905242622,5.551115123125783e-16,0.999999999999999
6,0.01,none,0.049858440999742015,0.008764869453385006,9.992007221626409e-16,0.9999999999999989
7,0.01,none,0.14227086899973074,0.007744493127715772,8.881784197001252e-16,0.9999999999999991
8,0.01,none,0.5013874539999961,0.008394497679176853,1.2212453270876722e-15,0.9999999999999999
9,0.01,none,1.035057534999396,0.007623288572263669,1.2212453270876722e-15,1.0000000000000009
10,0.01,none,6.101319542000056,0.00802699327283867,1.5543122344752192e-15,0.9999999999999999
3,0.01,Depolarizing,0.3249193630008449,0.006653671911577951,0.022902297705874732,0.9801330370370364
4,0.01,Depolarizing,0.39539436500035663,0.006006926154939987,0.029458753387026512,0.9735988167901228
5,0.01,Depolarizing,0.28113238400055707,0.008898582504202928,0.03595184978782185,0.9671081580115217
6,0.01,Depolarizing,0.16803612600051565,0.007407163797010774,0.04239122470505971,0.9606607702914447
7,0.01,Depolarizing,0.5703338760004044,0.008172331642244164,0.048781489984934874,0.9542563651561685
8,0.01,Depolarizing,1.5370590580005228,0.007612040810602411,0.055125208900643825,0.9478946560551269
9,0.01,Depolarizing,4.531659674999901,0.007831550259934298,0.06142397923205024,0.9415753583480944
10,0.01,Depolarizing,23.05116002700015,0.007961754814023598,0.06767889404393772,0.9352981892924386
3,0.01,Amplitude Damping,0.3006426339998143,0.010410744255020912,0.01494716356944015,0.992499984256926
4,0.01,Amplitude Damping,0.1448740949999774,0.009094852708375675,0.017931272397285824,0.9900124999605427
5,0.01,Amplitude Damping,0.21389367699975992,0.009360890897794993,0.02076812763198647,0.9875312499999
6,0.01,Amplitude Damping,0.1238821380002264,0.008537507246246167,0.023509216070974507,0.9850562187499985
7,0.01,Amplitude Damping,0.27474682399952144,0.008945347148711553,0.026182955192394348,0.9825873906249987
8,0.01,Amplitude Damping,0.7529077990002406,0.007554071537379005,0.028806589711618872,0.9801247500781238
9,0.01,Amplitude Damping,3.330533000000287,0.008057565347026,0.03139130343091196,0.9776682816015609
10,0.01,Amplitude Damping,14.883358846000192,0.007798659462541572,0.033944718214589026,0.9752179697263659
3,0.01,Phase Damping,0.2192021589999058,0.007331336060105859,0.03421048973633694,0.9702989999999994
4,0.01,Phase Damping,0.43323281799985125,0.008557990842935112,0.04392407229938552,0.9605960099999995
5,0.01,Phase Damping,0.045909020000181044,0.00651276863847376,0.053511136351603344,0.9509900498999992
6,0.01,Phase Damping,0.23781395200057887,0.008510410917382106,0.06298682869989443,0.9414801494009994
7,0.01,Phase Damping,0.9399377560002904,0.008425504847039744,0.07235866442752242,0.9320653479069889
8,0.01,Phase Damping,0.8130405590000009,0.008133492799534937,0.08163104267168635,0.9227446944279187
9,0.01,Phase Damping,3.2763228959993285,0.007941609707921952,0.0908068901557114,0.9135172474836398
10,0.01,Phase Damping,15.3658311399995,0.007574755519283141,0.09988836069000642,0.9043820750088005
3,0.01,Bit Flip,0.110928836000312,0.004156668907222026,2.220446049250313e-16,0.9999999999999993
4,0.01,Bit Flip,0.03346077999958652,0.006545291317604741,6.661338147750939e-16,0.9999999999999993
5,0.01,Bit Flip,0.046253521999460645,0.005683811878331453,5.551115123125783e-16,0.999999999999999
6,0.01,Bit Flip,0.06338120300006267,0.007814883822104116,9.992007221626409e-16,0.9999999999999989
7,0.01,Bit Flip,0.20537213199986581,0.00787613700045827,8.881784197001252e-16,0.9999999999999991
8,0.01,Bit Flip,0.7516627459999654,0.007592930439494134,1.2212453270876722e-15,0.9999999999999999
9,0.01,Bit Flip,2.5675430700002835,0.008100908214373563,1.2212453270876722e-15,1.0000000000000009
10,0.01,Bit Flip,12.819542102000014,0.007645734455463671,1.5543122344752192e-15,0.9999999999999999
3,0.1,none,0.10614028600048186,0.006318244284476335,2.220446049250313e-16,0.9999999999999993
4,0.1,none,0.07461465500000486,0.008768693845736314,6.661338147750939e-16,0.9999999999999993
5,0.1,none,0.05027265999979136,0.006798779450998204,5.551115123125783e-16,0.999999999999999
6,0.1,none,0.06268080400059262,0.00875849175520122,9.992007221626409e-16,0.9999999999999989
7,0.1,none,0.13688720600021043,0.007429259792335419,8.881784197001252e-16,0.9999999999999991
8,0.1,none,0.26117728499957593,0.007608614278441124,1.2212453270876722e-15,0.9999999999999999
9,0.1,none,0.9174144480002724,0.007591458418328181,1.2212453270876722e-15,1.0000000000000009
10,0.1,none,6.060168795000209,0.007628662074215375,1.5543122344752192e-15,0.9999999999999999
3,0.1,Depolarizing,0.12210480100020504,0.0033329889993838004,0.21242564098819547,0.8130370370370361
4,0.1,Depolarizing,0.04119082399938634,0.0072521478496846235,0.26458011740230136,0.7588345679012336
5,0.1,Depolarizing,0.04602495600011025,0.006585577397213824,0.31312632185690187,0.7082455967078177
6,0.1,Depolarizing,0.11914691799938737,0.006980458230222557,0.358398219819515,0.661029223593963
7,0.1,Depolarizing,0.30996368099931715,0.007585076358840813,0.40065362778898556,0.6169606086876986
8,0.1,Depolarizing,0.9235965870002474,0.0071694878156098076,0.44011170338567257,0.5758299014418522
9,0.1,Depolarizing,3.9973975789998804,0.007468269300753139,0.476967224215434,0.5374412413457283
10,0.1,Depolarizing,21.132073652000145,0.007725228189598018,0.5113971325745746,0.5016118252560133
3,0.1,Amplitude Damping,0.10806163200049923,0.057365319563564825,0.14497468537903124,0.9249831077996247
4,0.1,Amplitude Damping,0.04936286699921766,0.05119798300018619,0.17114458062413784,0.9012495665739932
5,0.1,Amplitude Damping,0.034724046999144775,0.03944505287911527,0.195215498459698,0.8781249888790024
6,0.1,Amplitude Damping,0.057194230999812135,0.032849164188034956,0.21777376123102807,0.8555937497146524
7,0.1,Amplitude Damping,0.20136773400008678,0.024049090823081213,0.23915283722278574,0.8336406249926769
8,0.1,Amplitude Damping,0.6309894319992964,0.019061934978678797,0.2595618947539742,0.8122507812498108
9,0.1,Amplitude Damping,2.401092177999999,0.015237778503526495,0.2791416865519211,0.7914097656249938
10,0.1,Amplitude Damping,11.754829626000173,0.012626756281546461,0.29799217720368537,0.7711034960937484
3,0.1,Phase Damping,0.1193686600008732,0.005224837538826342,0.30556177771442583,0.7289999999999993
4,0.1,Phase Damping,0.04570559000057983,0.007714611967443829,0.37406117146798407,0.6560999999999992
5,0.1,Phase Damping,0.03654912499951024,0.006976187530385522,0.43561432850630677,0.5904899999999991
6,0.1,Phase Damping,0.06135059099960927,0.009342566654456506,0.49104446990471196,0.5314409999999992
7,0.1,Phase Damping,0.20855365799980063,0.008449787799721425,0.5410098618026117,0.47829689999999914
8,0.1,Phase Damping,0.5682833139999275,0.007833928285149257,0.5860713829095398,0.4304672099999993
9,0.1,Phase Damping,2.620676913999887,0.00804183061132842,0.6267204898594855,0.3874204889999998
10,0.1,Phase Damping,12.084168451999176,0.007660337641473258,0.663393662266917,0.34867844010000026
3,0.1,Bit Flip,0.10328946799927508,0.005467332928847337,5.551115123125783e-16,0.999999999999999
4,0.1,Bit Flip,0.03240202400047565,0.007677339584925523,1.1102230246251565e-15,0.9999999999999989
5,0.1,Bit Flip,0.04802319200007332,0.00738601050166301,9.992007221626409e-16,0.9999999999999986
6,0.1,Bit Flip,0.07627092999973684,0.008013058316541167,1.4432899320127035e-15,0.9999999999999987
7,0.1,Bit Flip,0.20315706100063835,0.007762750534953441,1.3322676295501878e-15,0.9999999999999989
8,0.1,Bit Flip,0.5574644870002885,0.008305716449946852,1.7763568394002505e-15,0.9999999999999999
9,0.1,Bit Flip,2.4752465700003086,0.008239972146783438,1.7763568394002505e-15,0.9999999999999947
10,0.1,Bit Flip,12.120320818999971,0.007840107775064166,2.3314683517128287e-15,0.9999999999999999
3,0.5,none,0.10057170399977622,0.005617887450685474,2.220446049250313e-16,0.9999999999999993
4,0.5,none,0.057572362999962934,0.0066228066538357114,6.661338147750939e-16,0.9999999999999993
5,0.5,none,0.05159399100011797,0.008044609565720413,5.551115123125783e-16,0.999999999999999
6,0.5,none,0.041417520999857516,0.007651579074323642,9.992007221626409e-16,0.9999999999999989
7,0.5,none,0.13556778699967253,0.00765109219327741,8.881784197001252e-16,0.9999999999999991
8,0.5,none,0.2791955520006013,0.007852452166052437,1.2212453270876722e-15,0.9999999999999999
9,0.5,none,1.1192610849993798,0.007745455116804348,1.2212453270876722e-15,1.0000000000000009
10,0.5,none,6.68294308699933,0.007774259437544267,1.5543122344752192e-15,0.9999999999999999
3,0.5,Depolarizing,0.11275767700044526,0.009142243331715226,0.7608384660805233,0.29629629629629617
4,0.5,Depolarizing,0.04997678200015798,0.007137199698843253,0.8367784297694096,0.19753086419753085
5,0.5,Depolarizing,0.04870608399960474,0.007609103877507198,0.8885649463064806,0.13168724279835387
6,0.5,Depolarizing,0.08981987700008176,0.008778459723321806,0.9240228372253856,0.08779149519890259
7,0.5,Depolarizing,0.2983546089999436,0.007717991440291056,0.948303047446829,0.05852766346593506
8,0.5,Depolarizing,0.9443482279993987,0.007194903334126648,0.9649028749080716,0.03901844231062336
9,0.5,Depolarizing,4.3206856830001925,0.007750743922553294,0.9762257767891568,0.026012294873748912
10,0.5,Depolarizing,20.62219183600064,0.007762750534953441,0.9839297200844539,0.01734152991583259
3,0.5,Amplitude Damping,0.1767674310003713,0.3496901988793779,0.6528425855148932,0.6218592167691142
4,0.5,Amplitude Damping,0.03707389000010153,0.2984913193272754,0.7242938317665621,0.530790042944955
5,0.5,Amplitude Damping,0.03801118900082656,0.2518995065338977,0.7789696103502646,0.4530576408488156
6,0.5,Amplitude Damping,0.07171713000025193,0.21300578721001967,0.8218135723155948,0.3867088854806964
7,0.5,Amplitude Damping,0.2557512540006428,0.17133976219722685,0.8558869919731728,0.33007668037459437
8,0.5,Amplitude Damping,0.601442823999605,0.14042328566601056,0.8832512532834608,0.2817380696895073
9,0.5,Amplitude Damping,2.4709790500000963,0.11411031347957319,0.9053733108749845,0.2404784846426829
10,0.5,Amplitude Damping,12.183077636000235,0.08832518910404782,0.9233380336045629,0.20526122593149437
3,0.5,Phase Damping,0.09245560699946509,0.009010492592787531,0.9354143466934853,0.12499999999999997
4,0.5,Phase Damping,0.031825785000364704,0.006230371169518968,0.9682458365518543,0.0625
5,0.5,Phase Damping,0.0397247660002904,0.007870459140534605,0.9842509842514763,0.031249999999999997
6,0.5,Phase Damping,0.0695619149992126,0.008066806737088272,0.9921567416492215,0.015625
7,0.5,Phase Damping,0.19869737299995904,0.007834403803574239,0.9960860906568266,0.007812499999999999
8,0.5,Phase Damping,0.5657923819999269,0.007912472986111923,0.998044963916957,0.00390625
9,0.5,Phase Damping,2.651581649999571,0.007536297226778568,0.9990229601966112,0.0019531249999999998
10,0.5,Phase Damping,11.766603304000455,0.007791490916617651,0.9995115994824673,0.0009765625
3,0.5,Bit Flip,0.22262288999991142,0.00892366546996927,2.220446049250313e-16,0.9999999999999998
4,0.5,Bit Flip,0.03224332799982221,0.006179338602086361,0.0,1.0
5,0.5,Bit Flip,0.036266631000216876,0.007734385018390371,2.220446049250313e-16,0.9999999999999999
6,0.5,Bit Flip,0.05909367100048257,0.00845419538846189,0.0,1.0
7,0.5,Bit Flip,0.19467599499967037,0.00753679152364899,2.220446049250313e-16,1.0
8,0.5,Bit Flip,0.5637122260004617,0.007711231013531437,0.0,1.0
9,0.5,Bit Flip,2.5253667750002933,0.007875664001809045,2.220446049250313e-16,1.0000000000000009
10,0.5,Bit Flip,14.404271444999722,0.007855772341680993,0.0,1.0
3,0.9,none,0.13173226199978672,0.006591796875,2.220446049250313e-16,0.9999999999999993
4,0.9,none,0.04409651599962672,0.008571474509456693,6.661338147750939e-16,0.9999999999999993
5,0.9,none,0.04612183600056596,0.00923347138245413,5.551115123125783e-16,0.999999999999999
6,0.9,none,0.05282207899927016,0.007850554292389417,9.992007221626409e-16,0.9999999999999989
7,0.9,none,0.14409152700045524,0.0069139659465362775,8.881784197001252e-16,0.9999999999999991
8,0.9,none,0.31981130199983454,0.008214615539776595,1.2212453270876722e-15,0.9999999999999999
9,0.9,none,1.1431396270008918,0.007763230413205371,1.2212453270876722e-15,1.0000000000000009
10,0.9,none,5.7927940199997465,0.00785434958112569,1.5543122344752192e-15,0.9999999999999999
3,0.9,Depolarizing,0.1125550930000827,0.009024538575737508,1.0062842540753578,0.06399999999999992
4,0.9,Depolarizing,0.05509510399951978,0.004339938680329877,1.0108986892859242,0.02559999999999998
5,0.9,Depolarizing,0.051868389999981446,0.007415708690738518,1.008732077015498,0.010239999999999992
6,0.9,Depolarizing,0.09498781300044357,0.007092694846842749,1.0057726431276643,0.004095999999999992
7,0.9,Depolarizing,0.32631342800050334,0.0068653020950385085,1.003495848035895,0.0016383999999999973
8,0.9,Depolarizing,0.9857535049995931,0.007511540911191534,1.00201559511474,0.0006553599999999973
9,0.9,Depolarizing,4.223317314000269,0.007574263699945591,1.0011271736815697,0.000262143999999999
10,0.9,Depolarizing,20.2100195969997,0.007795792835184095,1.0006177271363697,0.00010485759999999937
3,0.9,Amplitude Damping,0.11390335400028562,0.7842744411357319,1.1405732577686316,0.28503825933152444
4,0.9,Amplitude Damping,0.040650322000146843,0.779943475195838,1.206902783705356,0.18758763565463027
5,0.9,Amplitude Damping,0.052549447000274085,0.7516221792037133,1.2439658411655843,0.12345402730503721
6,0.9,Amplitude Damping,0.09493129800011957,0.7306213678460601,1.2633761482411034,0.08124680928274541
7,0.9,Amplitude Damping,0.22706327800005965,0.697795741199881,1.2718238963232444,0.05346965313911201
8,0.9,Amplitude Damping,0.6833102519995009,0.6668011348434097,1.2733796360892917,0.03518912105049429
9,0.9,Amplitude Damping,2.7153811289999794,0.6399837925188672,1.2705993523659123,0.023158449094194084
10,0.9,Amplitude Damping,12.971692460000668,0.6043406097722666,1.2651183881939696,0.01524089685783284
3,0.9,Phase Damping,0.10490840499915066,0.008311096962139282,1.2447361166126734,0.0009999999999999712
4,0.9,Phase Damping,0.4388664010002685,0.007206802157764289,1.2049571610642424,0.00010000000000002802
5,0.9,Phase Damping,0.04978879999998753,0.009298200753194357,1.1707774524648147,1.0000000000026501e-05
6,0.9,Phase Damping,0.07276956999976392,0.006598575074091591,1.141930239298352,1.0000000000201905e-06
7,0.9,Phase Damping,0.19565068199972302,0.008078343607971612,1.1177143063268362,9.999999998420595e-08
8,0.9,Phase Damping,0.5732022600004711,0.008429041260562533,1.097458001868636,9.99999998903464e-09
9,0.9,Phase Damping,2.496396528999867,0.007913414554864719,1.0805644582391782,9.999999911917686e-10
10,0.9,Phase Damping,12.252005753999583,0.007857194844606492,1.0665120867275193,9.999999800434495e-11
3,0.9,Bit Flip,0.12860250499943504,0.0084228515625,6.661338147750939e-16,0.999999999999999
4,0.9,Bit Flip,0.033018576000358735,0.008079265845957147,1.1102230246251565e-15,0.9999999999999989
5,0.9,Bit Flip,0.0372537729999749,0.008597945143037272,9.992007221626409e-16,0.9999999999999986
6,0.9,Bit Flip,0.07024973799980216,0.0072155843291658445,1.4432899320127035e-15,0.9999999999999987
7,0.9,Bit Flip,0.2298477169997568,0.007045265639896521,1.3322676295501878e-15,0.9999999999999989
8,0.9,Bit Flip,0.5590355879994604,0.00794067148242303,1.887379141862766e-15,0.9999999999999992
9,0.9,Bit Flip,2.3920866230000684,0.007912002159716212,1.9984014443252818e-15,0.9999999999999947
10,0.9,Bit Flip,11.263276537999445,0.007834403803574239,2.4424906541753444e-15,0.9999999999999999
3,1.0,none,0.10689575199921819,0.005463243164209044,2.220446049250313e-16,0.9999999999999993
4,1.0,none,0.035477155999615206,0.007631103324261613,6.661338147750939e-16,0.9999999999999993
5,1.0,none,0.03392027500012773,0.006205207532782634,5.551115123125783e-16,0.999999999999999
6,1.0,none,0.05131145900031697,0.007646221677669388,9.992007221626409e-16,0.9999999999999989
7,1.0,none,0.2777558110001337,0.007005496013269671,8.881784197001252e-16,0.9999999999999991
8,1.0,none,0.4998622049997721,0.008109181484493347,1.2212453270876722e-15,0.9999999999999999
9,1.0,none,1.0692538909997893,0.0075649130573306606,1.2212453270876722e-15,1.0000000000000009
10,1.0,none,5.182455871000457,0.0075619578206566574,1.5543122344752192e-15,0.9999999999999999
3,1.0,Depolarizing,0.17216180200011877,0.004720665902751345,1.0475656017578479,0.03703703703703701
4,1.0,Depolarizing,0.40185784500044974,0.0076710289762524295,1.0346828069015783,0.012345679012345661
5,1.0,Depolarizing,0.0418848050003362,0.008674296135614332,1.0221016078289131,0.004115226337448542
6,1.0,Depolarizing,0.06926741200004471,0.007177277634809131,1.013241190382076,0.001371742112482846
7,1.0,Depolarizing,0.4346788069997274,0.007994906562368913,1.0076802578135367,0.00045724737082761355
8,1.0,Depolarizing,1.668494376000126,0.007956138055078284,1.0043752341861873,0.0001524157902758719
9,1.0,Depolarizing,5.512487672999669,0.008044609565720413,1.0024668306174733,5.080526342529033e-05
10,1.0,Depolarizing,20.904871718000322,0.007930343675947091,1.0013824862267944,1.6935087808429506e-05
3,1.0,Amplitude Damping,0.3233297530005075,0.9354143466934853,1.322875655532295,0.12499999999999992
4,1.0,Amplitude Damping,0.04237827299948549,0.9682458365518543,1.3693063937629149,0.06249999999999996
5,1.0,Amplitude Damping,0.03562052699999185,0.9842509842514764,1.391941090707505,0.03124999999999997
6,1.0,Amplitude Damping,0.053043949001221335,0.9921567416492215,1.4031215200402274,0.015624999999999984
7,1.0,Amplitude Damping,0.2008482670007652,0.9960860906568267,1.4086784586980798,0.0078124999999999905
8,1.0,Amplitude Damping,1.0546961199997895,0.998044963916957,1.411448723829526,0.0039062499999999952
9,1.0,Amplitude Damping,3.0659643009985302,0.9990229601966113,1.4128318194321634,0.001953124999999997
10,1.0,Amplitude Damping,12.432584842999859,0.9995115994824673,1.413522859737329,0.0009765624999999985
3,1.0,Phase Damping,0.1572898129998066,0.005709968536878174,1.4142135623730947,0.0
4,1.0,Phase Damping,0.04921273399850179,0.00974615062628225,1.414213562373095,0.0
5,1.0,Phase Damping,0.040403655999398325,0.006880478843282203,1.414213562373095,0.0
6,1.0,Phase Damping,0.0759666419999121,0.008430367033175745,1.414213562373095,0.0
7,1.0,Phase Damping,0.3057313570006954,0.007998167602969319,1.414213562373095,0.0
8,1.0,Phase Damping,0.7292946479992679,0.008711151667814606,1.414213562373095,0.0
9,1.0,Phase Damping,2.5444221849993482,0.008074192233473483,1.414213562373095,0.0
10,1.0,Phase Damping,12.003116723000858,0.007977647489010989,1.414213562373095,0.0
3,1.0,Bit Flip,0.14807019799991394,0.005591300044237689,2.220446049250313e-16,0.9999999999999993
4,1.0,Bit Flip,0.032800003000375,0.007522443727515446,6.661338147750939e-16,0.9999999999999993
5,1.0,Bit Flip,0.03857609499937098,0.008660972546419317,5.551115123125783e-16,0.999999999999999
6,1.0,Bit Flip,0.14791058000082558,0.007911531305300958,9.992007221626409e-16,0.9999999999999989
7,1.0,Bit Flip,0.42768789299952914,0.008296741175604989,8.881784197001252e-16,0.9999999999999991
8,1.0,Bit Flip,0.6130764640001871,0.00845727933383241,1.2212453270876722e-15,0.9999999999999999
9,1.0,Bit Flip,2.729331866999928,0.008026065028455938,1.2212453270876722e-15,1.0000000000000009
10,1.0,Bit Flip,12.18189864300075,0.008017705993004408,1.5543122344752192e-15,0.9999999999999999
